bldgid,district,boro,school,programcategory,source,geom,cd,school_district
K281,21,K,I.S. 281,Low-Voltage Electrical Systems,sca_cp_added_projects,0101000020E6100000BDD75296967F52C0CA0E176B1D4C4440,311,21
K281,21,K,I.S. 281,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000BDD75296967F52C0CA0E176B1D4C4440,311,21
K281,21,K,I.S. 281,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000BDD75296967F52C0CA0E176B1D4C4440,311,21
K281,21,K,I.S. 281,Room Conversions/Partitioning,sca_cp_cancelled_projects,0101000020E6100000BDD75296967F52C0CA0E176B1D4C4440,311,21
K281,21,K,I.S. 281,Cafeteria / Multipurpose Room Upgrade,sca_cp_added_projects,0101000020E6100000BDD75296967F52C0CA0E176B1D4C4440,311,21
K051,15,K,I.S. 51,Electrical Systems,sca_cp_added_projects,0101000020E6100000C21B6DFA0A7F52C0A5583F7410564440,306,15
K051,15,K,I.S. 51,Student Toilets,sca_cp_added_projects,0101000020E6100000C21B6DFA0A7F52C0A5583F7410564440,306,15
K170,20,K,P.S. 170,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000DD20C952338152C03733C45BB1504440,310,20
K170,20,K,P.S. 170,Air Conditioning Split System,sca_cp_added_projects,0101000020E6100000DD20C952338152C03733C45BB1504440,310,20
K400,78K,K,LAFAYETTE HS,Climate Control,sca_cp_cancelled_projects,0101000020E6100000470D9C401F7F52C0C96B3270E94B4440,313,21
K400,78K,K,LAFAYETTE HS,Domestic Piping,sca_cp_added_projects,0101000020E6100000470D9C401F7F52C0C96B3270E94B4440,313,21
K296,32,K,I.S. 296,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000D336FD18477A52C09BB0E4A125584440,304,32
K296,32,K,I.S. 296,Electrical Systems,sca_cp_added_projects,0101000020E6100000D336FD18477A52C09BB0E4A125584440,304,32
K208,18,K,P.S. 208,Windows,sca_cp_added_projects,0101000020E6100000D577BDD1937B52C019FA8B0644524440,317,18
K208,18,K,P.S. 208,Student Toilets,sca_cp_added_projects,0101000020E6100000D577BDD1937B52C019FA8B0644524440,317,18
K208,18,K,P.S. 208,Roofs,sca_cp_added_projects,0101000020E6100000D577BDD1937B52C019FA8B0644524440,317,18
K208,18,K,P.S. 208,Flood Elimination,sca_cp_added_projects,0101000020E6100000D577BDD1937B52C019FA8B0644524440,317,18
K804,78K,K,COBBLE HILL SCL OF AMR STD (OL6),Student Toilets,sca_cp_added_projects,0101000020E6100000D3A755AB6A7F52C050A21FD8A9574440,306,15
K804,78K,K,COBBLE HILL SCL OF AMR STD (OL6),Electrical Systems,sca_cp_added_projects,0101000020E6100000D3A755AB6A7F52C050A21FD8A9574440,306,15
K137,23,K,P.S. 137,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000D13B933FAA7A52C0E7DCF3EE53574440,316,23
K137,23,K,P.S. 137,Student Toilets,sca_cp_added_projects,0101000020E6100000D13B933FAA7A52C0E7DCF3EE53574440,316,23
K137,23,K,P.S. 137,Electrical Systems,sca_cp_added_projects,0101000020E6100000D13B933FAA7A52C0E7DCF3EE53574440,316,23
K078,22,K,I.S. 78,Electrical Systems,sca_cp_added_projects,0101000020E6100000D97477D96E7A52C01975D8196D4F4440,318,22
K078,22,K,I.S. 78,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000D97477D96E7A52C01975D8196D4F4440,318,22
K078,22,K,I.S. 78,Room Conversions/Partitioning,sca_cp_added_projects,0101000020E6100000D97477D96E7A52C01975D8196D4F4440,318,22
K078,22,K,I.S. 78,Student Toilets,sca_cp_added_projects,0101000020E6100000D97477D96E7A52C01975D8196D4F4440,318,22
K078,22,K,I.S. 78,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000D97477D96E7A52C01975D8196D4F4440,318,22
K078,22,K,I.S. 78,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000D97477D96E7A52C01975D8196D4F4440,318,22
K078,22,K,I.S. 78,Auditorium  Upgrade,sca_cp_added_projects,0101000020E6100000D97477D96E7A52C01975D8196D4F4440,318,22
K175,78K,K,TEACHERS PREP HS(OL REDIRECTION),Accessibility,sca_cp_added_projects,0101000020E610000013DA8CDF5F7A52C06234304E31554440,316,23
K056,13,K,P.S. 56,Climate Control,sca_cp_cancelled_projects,0101000020E610000073E3A36D797D52C0A3641C9E96574440,302,13
K056,13,K,P.S. 56,Boiler Conversion,sca_cp_cancelled_projects,0101000020E610000073E3A36D797D52C0A3641C9E96574440,302,13
K056,13,K,P.S. 56,Lighting Fixtures,sca_cp_added_projects,0101000020E610000073E3A36D797D52C0A3641C9E96574440,302,13
K227,20,K,I.S. 227,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000DA9C82E6BD7F52C06649F129A14F4440,311,20
K031,14,K,P.S. 31 (OLD 126),Student Toilets,sca_cp_added_projects,0101000020E6100000C2D15DA5107D52C0B047E9540D5D4440,301,14
K031,14,K,P.S. 31 (OLD 126),Electrical Systems,sca_cp_added_projects,0101000020E6100000C2D15DA5107D52C0B047E9540D5D4440,301,14
K092,17,K,P.S. 92,Student Toilets,sca_cp_added_projects,0101000020E61000002FC59F3B0B7D52C0C74549E800544440,309,17
K092,17,K,P.S. 92,Climate Control,sca_cp_added_projects,0101000020E61000002FC59F3B0B7D52C0C74549E800544440,309,17
K092,17,K,P.S. 92,Low-Voltage Electrical Systems,sca_cp_added_projects,0101000020E61000002FC59F3B0B7D52C0C74549E800544440,309,17
K092,17,K,P.S. 92,Lighting Fixtures,sca_cp_added_projects,0101000020E61000002FC59F3B0B7D52C0C74549E800544440,309,17
K405,78K,K,MIDWOOD HS,Cafeteria / Multipurpose Room Upgrade,sca_cp_added_projects,0101000020E6100000D5684068F37C52C01805E09300514440,314,22
K405,78K,K,MIDWOOD HS,Low-Voltage Electrical Systems,sca_cp_added_projects,0101000020E6100000D5684068F37C52C01805E09300514440,314,22
K405,78K,K,MIDWOOD HS,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000D5684068F37C52C01805E09300514440,314,22
K405,78K,K,MIDWOOD HS,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000D5684068F37C52C01805E09300514440,314,22
K405,78K,K,MIDWOOD HS,Auditorium  Upgrade,sca_cp_added_projects,0101000020E6100000D5684068F37C52C01805E09300514440,314,22
K157,14,K,P.S. 157,Student Toilets,sca_cp_added_projects,0101000020E6100000AF512F9F707D52C07089B7CC02594440,303,14
K216,21,K,P.S. 216,Student Toilets,sca_cp_added_projects,0101000020E61000007B4FF4BB0E7E52C06C72321F854B4440,315,21
K255,22,K,P.S. 255,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000261D84472C7D52C0BFCDB2195B4D4440,315,22
K205,20,K,P.S. 205,Electrical Systems,sca_cp_added_projects,0101000020E61000008D4AE9D2267F52C0D4A97A1FAE4E4440,311,20
K205,20,K,P.S. 205,Flood Elimination,sca_cp_added_projects,0101000020E61000008D4AE9D2267F52C0D4A97A1FAE4E4440,311,20
K205,20,K,P.S. 205,Domestic Piping,sca_cp_added_projects,0101000020E61000008D4AE9D2267F52C0D4A97A1FAE4E4440,311,20
K205,20,K,P.S. 205,Parapets,sca_cp_added_projects,0101000020E61000008D4AE9D2267F52C0D4A97A1FAE4E4440,311,20
K205,20,K,P.S. 205,Lighting Fixtures,sca_cp_added_projects,0101000020E61000008D4AE9D2267F52C0D4A97A1FAE4E4440,311,20
K205,20,K,P.S. 205,Heating Plant Upgrade,sca_cp_added_projects,0101000020E61000008D4AE9D2267F52C0D4A97A1FAE4E4440,311,20
K071,14,K,I.S. 71,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000D8B966F3027D52C02C8412951C5A4440,301,14
K071,14,K,I.S. 71,Domestic Piping,sca_cp_added_projects,0101000020E6100000D8B966F3027D52C02C8412951C5A4440,301,14
K071,14,K,I.S. 71,Student Toilets,sca_cp_added_projects,0101000020E6100000D8B966F3027D52C02C8412951C5A4440,301,14
K071,14,K,I.S. 71,Electrical Systems,sca_cp_added_projects,0101000020E6100000D8B966F3027D52C02C8412951C5A4440,301,14
K297,14,K,P.S. 297,Student Toilets,sca_cp_added_projects,0101000020E6100000DA5282D9AE7C52C01419147F43594440,303,14
K297,14,K,P.S. 297,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000DA5282D9AE7C52C01419147F43594440,303,14
K297,14,K,P.S. 297,Electrical Systems,sca_cp_added_projects,0101000020E6100000DA5282D9AE7C52C01419147F43594440,303,14
K297,14,K,P.S. 297,Room Conversions/Partitioning,sca_cp_added_projects,0101000020E6100000DA5282D9AE7C52C01419147F43594440,303,14
K486,20,K,I.S. 187,Student Toilets,sca_cp_added_projects,0101000020E6100000CA75A09C3F8052C0F2C708EE5F504440,310,20
K486,20,K,I.S. 187,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000CA75A09C3F8052C0F2C708EE5F504440,310,20
K486,20,K,I.S. 187,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000CA75A09C3F8052C0F2C708EE5F504440,310,20
K486,20,K,I.S. 187,Electrical Systems,sca_cp_added_projects,0101000020E6100000CA75A09C3F8052C0F2C708EE5F504440,310,20
K094,15,K,P.S. 94,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000175E2B1A908052C083E282C965524440,307,15
K072,19,K,P.S. 72,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000E04560A5437852C0120A5AA9AD554440,305,19
K072,19,K,P.S. 72,Student Toilets,sca_cp_added_projects,0101000020E6100000E04560A5437852C0120A5AA9AD554440,305,19
K238,21,K,P.S. 238,Electrical Systems,sca_cp_added_projects,0101000020E6100000A92165C7BB7D52C01B110833ED4D4440,315,21
K238,21,K,P.S. 238,Parapets,sca_cp_added_projects,0101000020E6100000A92165C7BB7D52C01B110833ED4D4440,315,21
K238,21,K,P.S. 238,Student Toilets,sca_cp_added_projects,0101000020E6100000A92165C7BB7D52C01B110833ED4D4440,315,21
K162,32,K,I.S. 162,New/Retrofit Telephone/Intercom System,sca_cp_added_projects,0101000020E610000017699776DB7A52C0E53A1EFF785A4440,304,32
K318,14,K,I.S. 318,Electrical Systems,sca_cp_added_projects,0101000020E6100000DC8423B1B87C52C0A62C4E08FD594440,301,14
K318,14,K,I.S. 318,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000DC8423B1B87C52C0A62C4E08FD594440,301,14
K318,14,K,I.S. 318,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000DC8423B1B87C52C0A62C4E08FD594440,301,14
K055,23,K,I.S. 55,Electrical Systems,sca_cp_added_projects,0101000020E61000008B1DD06E697A52C09E59AC8B54564440,316,23
K055,23,K,I.S. 55,Accessibility,sca_cp_added_projects,0101000020E61000008B1DD06E697A52C09E59AC8B54564440,316,23
K306,19,K,P.S. 306,Student Toilets,sca_cp_added_projects,0101000020E61000009DB11669BE7852C0FC65EC23E2534440,305,19
K306,19,K,P.S. 306,New/Retrofit Telephone/Intercom System,sca_cp_added_projects,0101000020E61000009DB11669BE7852C0FC65EC23E2534440,305,19
K306,19,K,P.S. 306,Lighting Fixtures,sca_cp_added_projects,0101000020E61000009DB11669BE7852C0FC65EC23E2534440,305,19
K306,19,K,P.S. 306,Heating Plant Upgrade,sca_cp_added_projects,0101000020E61000009DB11669BE7852C0FC65EC23E2534440,305,19
K005,16,K,P.S. 5,Playground Redevelopment,sca_cp_added_projects,0101000020E610000010D31D61047B52C0CFC30167B8574440,303,16
K005,16,K,P.S. 5,Electrical Systems,sca_cp_added_projects,0101000020E610000010D31D61047B52C0CFC30167B8574440,303,16
K005,16,K,P.S. 5,Heating Plant Upgrade,sca_cp_added_projects,0101000020E610000010D31D61047B52C0CFC30167B8574440,303,16
K005,16,K,P.S. 5,Student Toilets,sca_cp_added_projects,0101000020E610000010D31D61047B52C0CFC30167B8574440,303,16
K106,32,K,P.S. 106,Student Toilets,sca_cp_added_projects,0101000020E6100000DFDA00CF747A52C0A364E4A1BE584440,304,32
K106,32,K,P.S. 106,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000DFDA00CF747A52C0A364E4A1BE584440,304,32
K106,32,K,P.S. 106,Electrical Systems,sca_cp_added_projects,0101000020E6100000DFDA00CF747A52C0A364E4A1BE584440,304,32
K288,21,K,P.S. 288,Student Toilets,sca_cp_added_projects,0101000020E6100000537FCB6E837F52C0B546C19779494440,313,21
K288,21,K,P.S. 288,Playground Redevelopment,sca_cp_cancelled_projects,0101000020E6100000537FCB6E837F52C0B546C19779494440,313,21
K207,22,K,P.S. 207,Student Toilets,sca_cp_added_projects,0101000020E6100000753B7F0E8D7B52C077E439E9964E4440,318,22
K207,22,K,P.S. 207,Domestic Piping,sca_cp_advanced_projects,0101000020E6100000753B7F0E8D7B52C077E439E9964E4440,318,22
K233,18,K,P.S. 233,Student Toilets,sca_cp_added_projects,0101000020E610000078275C96837A52C02A536AFD68534440,317,18
K258,13,K,I.S. 258,Low-Voltage Electrical Systems,sca_cp_added_projects,0101000020E610000080EF9BB8847C52C08142001F49574440,303,13
K258,13,K,I.S. 258,Electrical Systems,sca_cp_added_projects,0101000020E610000080EF9BB8847C52C08142001F49574440,303,13
K806,78K,K,METROPOLITAN CORPORATE ACAD.,Electrical Systems,sca_cp_added_projects,0101000020E6100000180AC246B57E52C0EC1325D8D2574440,302,15
K806,78K,K,METROPOLITAN CORPORATE ACAD.,Student Toilets,sca_cp_added_projects,0101000020E6100000180AC246B57E52C0EC1325D8D2574440,302,15
K086,32,K,P.S. 86,Electrical Systems,sca_cp_added_projects,0101000020E6100000B66B4340BD7A52C0789A42F0AC594440,304,32
K086,32,K,P.S. 86,Electrical Systems,sca_cp_cancelled_projects,0101000020E6100000B66B4340BD7A52C0789A42F0AC594440,304,32
K086,32,K,P.S. 86,Student Toilets,sca_cp_added_projects,0101000020E6100000B66B4340BD7A52C0789A42F0AC594440,304,32
K142,15,K,J.H.S. 142,Flood Elimination,sca_cp_added_projects,0101000020E6100000F89E922D218052C00F24AD33FB564440,306,15
K142,15,K,J.H.S. 142,Electrical Systems,sca_cp_added_projects,0101000020E6100000F89E922D218052C00F24AD33FB564440,306,15
K142,15,K,J.H.S. 142,Exterior Masonry,sca_cp_added_projects,0101000020E6100000F89E922D218052C00F24AD33FB564440,306,15
K142,15,K,J.H.S. 142,Windows,sca_cp_added_projects,0101000020E6100000F89E922D218052C00F24AD33FB564440,306,15
K198,22,K,P.S. 198,Exterior Masonry,sca_cp_added_projects,0101000020E6100000F50CF832F97B52C03640B2E09C514440,317,22
K198,22,K,P.S. 198,Elevators and Escalators,sca_cp_added_projects,0101000020E6100000F50CF832F97B52C03640B2E09C514440,317,22
K198,22,K,P.S. 198,Playground Redevelopment and TCU Removal,sca_cp_added_projects,0101000020E6100000F50CF832F97B52C03640B2E09C514440,317,22
K198,22,K,P.S. 198,Windows,sca_cp_added_projects,0101000020E6100000F50CF832F97B52C03640B2E09C514440,317,22
K198,22,K,P.S. 198,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000F50CF832F97B52C03640B2E09C514440,317,22
K232,18,K,I.S. 232,New/Retrofit Telephone/Intercom System,sca_cp_added_projects,0101000020E61000007A1ADD88707B52C0ADB8170A5D544440,317,18
K232,18,K,I.S. 232,Playgrounds,sca_cp_added_projects,0101000020E61000007A1ADD88707B52C0ADB8170A5D544440,317,18
K232,18,K,I.S. 232,Playgrounds,sca_cp_added_projects,0101000020E61000007A1ADD88707B52C0ADB8170A5D544440,317,18
K232,18,K,I.S. 232,Exterior Masonry,sca_cp_added_projects,0101000020E61000007A1ADD88707B52C0ADB8170A5D544440,317,18
K232,18,K,I.S. 232,Playgrounds,sca_cp_added_projects,0101000020E61000007A1ADD88707B52C0ADB8170A5D544440,317,18
K232,18,K,I.S. 232,Parapets,sca_cp_added_projects,0101000020E61000007A1ADD88707B52C0ADB8170A5D544440,317,18
K232,18,K,I.S. 232,Student Toilets,sca_cp_added_projects,0101000020E61000007A1ADD88707B52C0ADB8170A5D544440,317,18
K062,20,K,I.S. 62,Heating Plant Upgrade,sca_cp_advanced_projects,0101000020E6100000763C9761277E52C089E807CEAC514440,312,20
K062,20,K,I.S. 62,Electrical Systems,sca_cp_added_projects,0101000020E6100000763C9761277E52C089E807CEAC514440,312,20
K062,20,K,I.S. 62,New/Retrofit Telephone/Intercom System,sca_cp_added_projects,0101000020E6100000763C9761277E52C089E807CEAC514440,312,20
K062,20,K,I.S. 62,Climate Control,sca_cp_added_projects,0101000020E6100000763C9761277E52C089E807CEAC514440,312,20
K062,20,K,I.S. 62,Boiler Conversion,sca_cp_added_projects,0101000020E6100000763C9761277E52C089E807CEAC514440,312,20
K155,23,K,P.S. 155,Library Upgrade,sca_cp_added_projects,0101000020E6100000DF1423E0277A52C062D5A6BABC564440,316,23
K155,23,K,P.S. 155,Technology,sca_cp_added_projects,0101000020E6100000DF1423E0277A52C062D5A6BABC564440,316,23
K155,23,K,P.S. 155,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000DF1423E0277A52C062D5A6BABC564440,316,23
K155,23,K,P.S. 155,Student Toilets,sca_cp_added_projects,0101000020E6100000DF1423E0277A52C062D5A6BABC564440,316,23
K179,20,K,P.S. 179,Student Toilets,sca_cp_added_projects,0101000020E6100000A397CD748B7E52C0684B44ADEF514440,312,20
K035,16,K,I.S. 35,Roofs,sca_cp_advanced_projects,0101000020E61000003AC6FD97E57B52C04AB8024F3C574440,303,16
K035,16,K,I.S. 35,Parapets,sca_cp_advanced_projects,0101000020E61000003AC6FD97E57B52C04AB8024F3C574440,303,16
K035,16,K,I.S. 35,Lighting Fixtures,sca_cp_added_projects,0101000020E61000003AC6FD97E57B52C04AB8024F3C574440,303,16
K171,19,K,I.S. 171,Technology,sca_cp_added_projects,0101000020E6100000A7F88AC0A47752C0B97527F5C9574440,305,19
K171,19,K,I.S. 171,Technology,sca_cp_added_projects,0101000020E6100000A7F88AC0A47752C0B97527F5C9574440,305,19
K171,19,K,I.S. 171,Technology,sca_cp_added_projects,0101000020E6100000A7F88AC0A47752C0B97527F5C9574440,305,19
K171,19,K,I.S. 171,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000A7F88AC0A47752C0B97527F5C9574440,305,19
K171,19,K,I.S. 171,Student Toilets,sca_cp_added_projects,0101000020E6100000A7F88AC0A47752C0B97527F5C9574440,305,19
K269,22,K,P.S. 269,Toilets-Students,sca_cp_advanced_projects,0101000020E6100000BB96D4E0A67C52C01A71A0439F514440,317,22
K269,22,K,P.S. 269,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000BB96D4E0A67C52C01A71A0439F514440,317,22
K269,22,K,P.S. 269,Student Toilets,sca_cp_added_projects,0101000020E6100000BB96D4E0A67C52C01A71A0439F514440,317,22
K971,20,K,P.S. 971,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000B74965494D8152C04E7872C0DB514440,307,20
K271,23,K,I.S. 271,Electrical Systems,sca_cp_added_projects,0101000020E610000004658C1C917A52C0ECCA3CD2CC564440,316,23
K271,23,K,I.S. 271,Heating Plant Upgrade,sca_cp_added_projects,0101000020E610000004658C1C917A52C0ECCA3CD2CC564440,316,23
K370,75K,K,P.S. 370,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E610000047C1026A127E52C088421461F2494440,313,21
K370,75K,K,P.S. 370,Lighting Fixtures,sca_cp_added_projects,0101000020E610000047C1026A127E52C088421461F2494440,313,21
K038,15,K,P.S. 38,Lighting Fixtures,sca_cp_added_projects,0101000020E61000000BBA0F86E67E52C02CB27F27AC574440,302,15
K038,15,K,P.S. 38,Student Toilets,sca_cp_added_projects,0101000020E61000000BBA0F86E67E52C02CB27F27AC574440,302,15
K011,13,K,P.S. 11,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000A41B2925D17D52C03C730B6FCB574440,302,13
K299,32,K,P.S. 299,Playground Redevelopment,sca_cp_added_projects,0101000020E6100000552294DEBF7A52C0E16E0D2267584440,304,32
K655,78K,K,BKLYN HS OF THE ARTS (OL S J HL),Electrical Systems,sca_cp_added_projects,0101000020E61000002FBAEE58BC7E52C09FD597D08A574440,302,15
K655,78K,K,BKLYN HS OF THE ARTS (OL S J HL),Lighting Fixtures,sca_cp_added_projects,0101000020E61000002FBAEE58BC7E52C09FD597D08A574440,302,15
K655,78K,K,BKLYN HS OF THE ARTS (OL S J HL),Roofs,sca_cp_added_projects,0101000020E61000002FBAEE58BC7E52C09FD597D08A574440,302,15
K223,20,K,I.S. 223,Waste System,sca_cp_added_projects,0101000020E6100000181BDF0FE07E52C01D8795004B514440,312,20
K223,20,K,I.S. 223,Accessibility,sca_cp_added_projects,0101000020E6100000181BDF0FE07E52C01D8795004B514440,312,20
K223,20,K,I.S. 223,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000181BDF0FE07E52C01D8795004B514440,312,20
K223,20,K,I.S. 223,Playground Redevelopment,sca_cp_added_projects,0101000020E6100000181BDF0FE07E52C01D8795004B514440,312,20
K223,20,K,I.S. 223,Science Lab Upgrades,sca_cp_added_projects,0101000020E6100000181BDF0FE07E52C01D8795004B514440,312,20
K025,16,K,P.S. 25,Exterior Masonry,sca_cp_added_projects,0101000020E6100000A2724675367C52C07F266A6A81584440,303,16
K025,16,K,P.S. 25,Parapets,sca_cp_added_projects,0101000020E6100000A2724675367C52C07F266A6A81584440,303,16
K025,16,K,P.S. 25,Roofs,sca_cp_added_projects,0101000020E6100000A2724675367C52C07F266A6A81584440,303,16
K025,16,K,P.S. 25,Safety Systems,sca_cp_added_projects,0101000020E6100000A2724675367C52C07F266A6A81584440,303,16
K025,16,K,P.S. 25,Electrical Systems,sca_cp_added_projects,0101000020E6100000A2724675367C52C07F266A6A81584440,303,16
K159,19,K,P.S. 159,Student Toilets,sca_cp_added_projects,0101000020E610000016343D3BA97752C01418B3D08A564440,305,19
K159,19,K,P.S. 159,Playground Redevelopment and TCU Removal,sca_cp_added_projects,0101000020E610000016343D3BA97752C01418B3D08A564440,305,19
K902,75K,K,P.S. 77 ANNEX,Lighting Fixtures,sca_cp_added_projects,0101000020E610000072E25ECB817E52C0B8681F5EE0564440,306,13
K902,75K,K,P.S. 77 ANNEX,Low-Voltage Electrical Systems,sca_cp_added_projects,0101000020E610000072E25ECB817E52C0B8681F5EE0564440,306,13
K902,75K,K,P.S. 77 ANNEX,Parapets,sca_cp_added_projects,0101000020E610000072E25ECB817E52C0B8681F5EE0564440,306,13
K902,75K,K,P.S. 77 ANNEX,Paved Area-Concrete,sca_cp_added_projects,0101000020E610000072E25ECB817E52C0B8681F5EE0564440,306,13
K902,75K,K,P.S. 77 ANNEX,Roofs,sca_cp_added_projects,0101000020E610000072E25ECB817E52C0B8681F5EE0564440,306,13
K902,75K,K,P.S. 77 ANNEX,Safety Systems,sca_cp_added_projects,0101000020E610000072E25ECB817E52C0B8681F5EE0564440,306,13
K902,75K,K,P.S. 77 ANNEX,Ventilation,sca_cp_added_projects,0101000020E610000072E25ECB817E52C0B8681F5EE0564440,306,13
K902,75K,K,P.S. 77 ANNEX,Air Conditioning Split System,sca_cp_added_projects,0101000020E610000072E25ECB817E52C0B8681F5EE0564440,306,13
K902,75K,K,P.S. 77 ANNEX,Windows,sca_cp_added_projects,0101000020E610000072E25ECB817E52C0B8681F5EE0564440,306,13
K902,75K,K,P.S. 77 ANNEX,Exterior Masonry,sca_cp_added_projects,0101000020E610000072E25ECB817E52C0B8681F5EE0564440,306,13
K819,78K,K,EAST NY FAMILY ACADEMY,Heating Plant Upgrade,sca_cp_added_projects,0101000020E610000056FEB51FBF7852C0DD60770F9F544440,305,19
K819,78K,K,EAST NY FAMILY ACADEMY,Low-Voltage Electrical Systems,sca_cp_added_projects,0101000020E610000056FEB51FBF7852C0DD60770F9F544440,305,19
K194,22,K,P.S. 194,Parapets,sca_cp_added_projects,0101000020E6100000848A667FC97B52C02C50847D8B4C4440,315,22
K194,22,K,P.S. 194,Playground Redevelopment and TCU Removal,sca_cp_added_projects,0101000020E6100000848A667FC97B52C02C50847D8B4C4440,315,22
